Cohort ID	Likelihood Weights	Mortality Prob
69	5.7229746946726795e-08	0.1673110081003986
70	5.244906765315266e-15	0.2306803830575767
71	4.747779998172495e-05	0.07749494082924752
72	2.3896957034492744e-05	0.07785526945015171
73	2.365905612821638e-13	0.21147825774190476
74	5.152894920162625e-05	0.12953536739710672
75	0.00014341521121514125	0.08307083942338656
76	2.970909736977721e-16	0.23550171607920678
77	0.000945217063336271	0.11955317194910131
78	5.416343272150201e-13	0.2001624206272311
79	2.2646887809978933e-12	0.19519959707009032
80	6.841476809732602e-15	0.22666121824116198
81	2.288138963023487e-09	0.17473444141112177
82	3.2589423120779845e-13	0.20018848680546747
83	0.00034497197720555575	0.11977966839556851
84	0.005566140898629337	0.10398557835300522
85	1.1362723976930867e-15	0.22917724363921338
86	1.725770056353373e-05	0.13561823797425898
87	1.8807997486528575e-16	0.2429680094296771
88	1.6976805759890157e-10	0.18268829956368965
89	1.4389392231849688e-10	0.17433914404182438
90	3.4689118716322274e-07	0.07294919459067505
91	5.455822782404037e-16	0.23989785174141426
92	1.1623998581623326e-06	0.1399824266959881
93	6.9131267610266736e-09	0.16567792287742636
94	0.00010019516753831663	0.13162736055225624
95	0.006447145474973185	0.09740539604860554
96	2.11260574928755e-14	0.23067590411245076
97	6.7221367370739094e-09	0.16473589733445718
98	8.589851773451003e-37	0.0505740654062318
99	1.4164000742412112e-10	0.17342898272414478
100	0.0005918580549844933	0.11532898035441924
101	1.929330712006139e-07	0.15541162045152185
102	5.845518489564859e-15	0.22718841986215493
103	0.0012499944613491283	0.12145395200049997
104	2.369130793506785e-15	0.23170703018395983
105	1.0182348919322734e-09	0.17467202315836056
106	2.1070006316329292e-35	0.05316424856931126
107	1.6250481247403203e-16	0.23588744674875228
108	6.390526509642318e-12	0.1881793835033848
109	6.49289843472002e-16	0.2494645700902961
110	0.0009900164117472349	0.08446810166906571
111	6.901318842212168e-05	0.07742714992577555
112	2.465130800678015e-16	0.2365190926074327
113	1.1378270629563203e-11	0.18936363229798003
114	3.264572343515532e-10	0.0632000345444125
115	3.9096780033753714e-13	0.20109261052049326
116	3.5698179022500414e-13	0.2007752376922493
117	1.8255326513441695e-15	0.23460490710929666
118	8.795175833704542e-13	0.19230495172569434
119	1.086632867793503e-06	0.07485419239443294
120	1.9883035800634004e-30	0.05397602676795912
121	4.221684350770442e-21	0.05524219737554386
122	6.097534945695451e-23	0.05566129760415892
123	0.010210437184733396	0.09924221352060919
124	2.1536402218690112e-14	0.22200558973657764
125	1.592576945333255e-08	0.1577662128683306
126	5.759368950498574e-09	0.1605643957371532
127	2.2596795915972798e-14	0.21840617847192118
128	1.8517461307564985e-05	0.07483466302398223
129	0.008072539707190527	0.10583673580222791
130	9.240508093118523e-10	0.16715185429165758
131	3.2946759335729636e-16	0.2439191496639349
132	7.0105750278097965e-09	0.162206043851142
133	3.1673390384774003e-41	0.053729457874588604
134	9.815185437484933e-14	0.2101265345361233
135	0.009073892664746829	0.09659485476820409
136	3.085313480673957e-13	0.21142103912375582
137	8.660237341334616e-05	0.12757212881283436
138	9.450872347282899e-15	0.22270837091188572
139	2.11150479990991e-12	0.1994243285474369
140	5.923898459047357e-09	0.1612480467980838
141	0.00011984941620223932	0.07729104513213701
142	8.530073770300818e-14	0.061983537902442334
143	4.075855274915683e-06	0.07426869114814748
144	3.052696398370693e-20	0.05891037570895235
145	1.1176165674057226e-06	0.07149882582121858
146	0.008439965348545828	0.09514186772157095
147	2.020959395574279e-12	0.19259779607653532
148	3.955185009622352e-09	0.1619433964108285
149	1.4917994254865063e-25	0.05251119603182317
150	2.1125648668592166e-11	0.06439485593789736
151	1.9625209506782746e-17	0.2434552660000544
152	5.649465366286647e-08	0.16362009238398845
153	0.006544232814610575	0.0906586469321981
154	0.01004946981961525	0.10046514891406469
155	6.612559264867557e-12	0.1987651708150186
156	0.0011796995098299807	0.08908589622186376
157	4.277718385133722e-09	0.16627178545465154
158	1.4333154471903964e-16	0.24400399781766247
159	3.787012508740682e-14	0.21936576029800708
160	0.010502418720534272	0.09796955182951723
161	1.810367458804548e-06	0.148753942853746
162	1.850723484663655e-10	0.17399114367627594
163	1.2174679208730671e-14	0.21579617991003575
164	0.0014570717710382555	0.08135827892921685
165	6.915562485202825e-26	0.053715240435481905
166	2.1582062352681366e-13	0.06400442874384447
167	1.3819121204053141e-06	0.14726902218740637
168	3.5260000437334604e-10	0.17126589233066608
169	4.965439965018196e-09	0.16377028741729627
170	0.0016171643716573804	0.11347248186443215
171	1.7615821690215142e-17	0.24772323088248976
172	4.895596784732008e-09	0.16594904384915937
173	8.111088679784748e-05	0.12602823452471007
174	7.73935115944133e-08	0.16018964382357936
175	7.031419301234721e-13	0.19906688618130042
176	1.1347026187175102e-10	0.18384657869063692
177	0.00999541732362264	0.10298391153256188
178	1.9372490887654658e-14	0.06326696688568832
179	4.706864734848898e-05	0.12401683958282127
180	1.4052596259686842e-10	0.17594350140431292
181	0.004673732404815062	0.09203480198296793
182	7.450596308663217e-12	0.20055111074776277
183	9.45502536620294e-14	0.06330729627082299
184	0.00822417519490287	0.10206301971570819
185	2.441282957977306e-15	0.21095091274866912
186	0.0012810923306943761	0.08868685652466556
187	1.556970283958704e-10	0.17789217617598801
188	2.12946672400262e-08	0.15493406182474673
189	6.974234723810811e-16	0.23496159407987016
190	0.009615074777774594	0.1026593540974222
191	3.0406045930324643e-15	0.06319221813680476
192	7.288304616192448e-13	0.19701319265773393
193	4.359499313264573e-13	0.20443560590864934
194	1.462892144150118e-15	0.2315631705007048
195	2.316166941388372e-16	0.2363944138393675
196	8.248537033543908e-34	0.0527903145951194
197	0.010635608081978599	0.09687241722428411
198	7.267761198037791e-10	0.17335567140033153
199	3.967225634252997e-16	0.2398032641375233
200	2.0021749457084812e-16	0.24003522384941595
201	4.277718385133722e-09	0.16133063763903127
202	2.566364642336822e-15	0.23312126995325494
203	1.1528698092126128e-10	0.1783132417892675
204	5.639724210025447e-06	0.12800154282824927
205	1.0098334024146198e-06	0.14719813341938195
206	7.894745404654823e-10	0.17086209658399465
207	2.3865604171283144e-08	0.15990958430171254
208	5.429486345570451e-17	0.23523628534129076
209	2.4658102720992737e-15	0.23374668712672125
210	2.3140398054058728e-05	0.128975122584711
211	3.767919384447954e-16	0.2426525056881424
212	0.0013163393082982454	0.08479113333609287
213	4.888693345362683e-07	0.07526590388792748
214	2.052120892747062e-06	0.07701583160934627
215	3.770405105981129e-07	0.15113243313537933
216	4.845344381189511e-27	0.0543049610548396
217	7.567399862196222e-16	0.2395940422435362
218	1.1046251617346814e-14	0.21542309423414652
219	2.3053080579637406e-30	0.05300379614842448
220	0.0019805390025588285	0.08523925111501104
221	0.0015516288450252152	0.1164127148733674
222	4.097137641938089e-06	0.07619936896218338
223	4.204199536715968e-13	0.2118981384253164
224	0.0008941334480194988	0.1189473305366587
225	5.512035393364529e-16	0.23802149646667342
226	4.835053982247162e-08	0.16640283598941602
227	3.67291252386083e-15	0.22576639688236882
228	8.906436184359375e-16	0.2189468890784444
229	1.0318125590797991e-14	0.23107846374172986
230	3.393021877818523e-06	0.1419760531633614
231	3.5543794625417124e-08	0.15926936320407464
232	2.393705635498891e-14	0.2097207182304079
233	0.007197562541049511	0.10714377034682952
234	4.219646007607052e-07	0.14805070452398555
235	6.344530886823339e-10	0.16982206152917567
236	3.1102608038598754e-34	0.05310665511016715
237	4.560374313368366e-09	0.16869628163932743
238	9.927233295302825e-06	0.13673526979789166
239	5.481565470834118e-14	0.2114721057769683
240	0.0012127805004856827	0.1130489606190746
241	2.122063627858894e-15	0.22857774170503026
242	1.581681237367585e-10	0.1655714430569071
243	0.002702002097754815	0.08680204032549302
244	2.3877220294468044e-13	0.2075858467651009
245	3.4190766916185906e-10	0.1724062354089868
246	6.191057676135729e-18	0.06078185441475059
247	2.0519000762187345e-05	0.13403873600022645
248	3.1660041110647254e-11	0.1858137673130859
249	4.774411426222775e-16	0.2337203555955052
250	1.5240315794093003e-36	0.05008040497827149
251	2.791899412272129e-16	0.24535182980621195
252	7.719978111988125e-05	0.1253160629491549
253	1.668857612815695e-17	0.24475670767166452
254	1.041256000135613e-09	0.17094322019481062
255	7.115440302534654e-15	0.21576916159613863
256	7.730793842666711e-09	0.16494230094162046
257	6.628561432491727e-09	0.17561523966147008
258	0.010968963248556068	0.10711525633913879
259	1.7466704794485456e-09	0.1673666681312166
260	3.5374676336839503e-13	0.20000435274053202
261	1.5971314167990956e-14	0.22166276728580847
262	7.486974198107554e-13	0.20101643769353605
263	7.514273198086993e-12	0.1896114496894606
264	3.5651112956221295e-15	0.22289588601091997
265	0.0013742724449817758	0.1145361993673493
266	2.9073857363356104e-10	0.18415775815751745
267	1.6384663850243932e-05	0.14017478728266985
268	0.00014847858751606023	0.12642055040630346
269	3.180143379538404e-05	0.13216226998443714
270	2.3140398054058728e-05	0.1302959166939081
271	0.0034006206090033447	0.11347678919165538
272	2.0014333339889345e-10	0.1743838735840603
273	2.201896954399338e-06	0.13604945416425288
274	6.930193558383217e-17	0.24476041558545047
275	1.463908203452312e-11	0.18556017828686222
276	0.007232745132355072	0.08971397768542218
277	1.0893942024094685e-05	0.13534020186960655
278	0.00021948991766014423	0.11866924795488461
279	3.66861688028055e-13	0.2095277607917133
280	5.455822782404037e-16	0.22599965771268637
281	6.708407431296936e-15	0.23076839116527442
282	2.7984348749489382e-11	0.18254396247505245
283	0.010584090543019963	0.10404165240595156
284	0.011085010062497205	0.10047334030091795
285	5.961757625578771e-15	0.22097958853948046
286	1.751178147688975e-08	0.15554292926174934
287	1.0624219725330783e-14	0.2104322168009196
288	5.4819995925364335e-09	0.16449770343832126
289	4.343553288345885e-12	0.19662850505750223
290	6.897584098040082e-08	0.15380232549281117
291	1.3597330278422942e-13	0.2041767821003776
292	8.946560808122584e-09	0.1637715981409431
293	8.664284873526203e-07	0.14314197571839618
294	0.0003694992053561407	0.11853778159065637
295	6.894208792745285e-10	0.06364186968334083
296	0.0001018174992148879	0.12558483586561997
297	4.72525282623684e-11	0.06592521553965047
298	3.395503299546178e-17	0.246563422746089
299	0.0022424412825791723	0.08632257026615275
300	1.0318125590797991e-14	0.21237173954410798
301	1.229356072699905e-14	0.22499232899117966
302	1.6049926433285346e-11	0.18768265047718868
303	4.217244898163845e-09	0.16389888254907514
304	0.00018437316917507737	0.08219428736312176
305	2.9510526592081357e-07	0.14337600455266125
306	0.0006565555709679883	0.119034410231043
307	0.00996491587344854	0.09500799156281692
308	1.8793448666750543e-09	0.16850237375315935
309	0.0018904846301001246	0.11245396754038339
310	3.806976109740359e-16	0.23326111069367017
311	2.9836458962393457e-14	0.23192710499031144
312	0.009231246929896448	0.10142365875643924
313	2.3031073873429247e-07	0.07217826014880585
314	0.003159011501539795	0.08859254640382258
315	1.6645065209145766e-07	0.14991683413577722
316	2.206012365432336e-12	0.19571713359491927
317	0.008974428745296593	0.0916388876817583
318	0.009977156587667875	0.09960671167544616
319	9.907306531242517e-14	0.22033437498727343
320	5.3555244386673426e-05	0.13316974365350548
321	2.5696776017074425e-09	0.17333701343104724
322	0.01050241872053428	0.09673322784785002
323	5.9107825456224276e-08	0.0703934518851595
324	4.3845977812175864e-08	0.15317140339370597
325	1.8595873930102927e-07	0.1454281974099565
326	0.00022191758593491967	0.08053432881863265
327	6.062878410217619e-10	0.1743612463480831
328	3.033816250925998e-09	0.15880202376278763
329	5.4684300510622437e-11	0.1808274693941489
330	0.00010140973091392047	0.07890910802493196
331	2.2254040930967845e-12	0.2003055634270488
332	0.009066295879660999	0.09440982795998454
333	3.133619724146067e-07	0.1538703648732066
334	1.3595948739206594e-12	0.20705920564432378
335	1.6726461276559655e-19	0.05446608559836124
336	0.0015516288450252152	0.1148724919452373
337	1.0939225542967244e-14	0.22458447528002223
338	1.7949841251185357e-13	0.21894192152041392
339	8.515167876636333e-08	0.15768811851890874
340	1.7762011976591233e-14	0.22332165483330263
341	3.0018233577035827e-16	0.23996119827072532
342	2.6410978398781273e-13	0.21528139952586828
343	1.5217135592974154e-14	0.22082308876730777
344	1.8947382928828612e-10	0.06974868036406967
345	1.5206062825628334e-10	0.18026086646819822
346	2.2646887809978933e-12	0.19070339763053062
347	1.4389392231849688e-10	0.17204816252932592
348	2.5694949802915227e-13	0.2099230523472056
349	4.396868592314855e-27	0.05691424397432685
350	2.130084029157553e-12	0.20404774691099598
351	6.17577962147389e-12	0.1963457201479054
352	0.009369858317619231	0.10193967865967063
353	0.010474041984014757	0.10141385976442935
354	4.37082097160959e-10	0.17646066348602557
355	0.000603211344350835	0.11905949231821632
356	4.993503462498017e-13	0.2093177356014575
357	3.5395419496549486e-05	0.13922924640069145
358	4.666973056166352e-14	0.2065498829568344
359	2.460854054630098e-17	0.24809435672476815
360	0.0042089263927011745	0.11004966790678002
361	0.00032410253968485545	0.07860116565161988
362	1.0477812298219855e-15	0.2302616872698548
363	7.57069181717401e-09	0.15831187577747466
364	2.439664713242653e-16	0.24494807417101644
365	1.1620592013780107e-10	0.17732088000037943
366	3.819468682740037e-17	0.2487826049220958
367	1.7159618805136186e-08	0.15921416082859033
368	1.4615969758551165e-07	0.15528518678110426
369	8.561692299417229e-06	0.07708558061443399
370	6.058515963482672e-05	0.12114103419677623
371	3.3686977028311456e-28	0.05524371345927466
372	0.0003461643792122127	0.08207903590392981
373	7.829928779034353e-13	0.19912743854149922
374	6.7482250929967556e-21	0.05607993798575777
375	0.00011072587602526621	0.12330861944874888
376	2.5355245196010437e-14	0.22246925056760886
377	3.7915455221083325e-11	0.1885355435014709
378	3.1921155376663554e-11	0.18818842841323374
379	0.004787162535965335	0.08772736019106218
380	1.997112325454993e-06	0.13838085614968468
381	2.683663656332981e-09	0.16631548146885825
382	1.8612871303751078e-16	0.24795034153274104
383	0.0035253300443303702	0.09078124504662438
384	0.010354906223208438	0.09954658035247098
385	0.010464456583496208	0.10243461675458239
386	2.1488230536140703e-12	0.20003448265959856
387	9.97605818640293e-06	0.14139506548713857
388	1.7666734692327398e-16	0.061385887682219004
389	9.36514133267312e-08	0.15170324812204794
390	0.009005194260718418	0.0923920329287352
391	8.216224525818603e-14	0.20972084895204207
392	0.006121698920908105	0.10946627630145445
393	1.7285751038951936e-23	0.05552120239090073
394	1.041256000135613e-09	0.16868648989292423
395	4.536104763374518e-14	0.2187680857862378
396	0.00022519089125671202	0.12620322481244284
397	4.561539883878092e-13	0.1999716621452287
398	1.633955394368618e-07	0.15222829565942564
399	2.8763075788924527e-08	0.15819036099243772
400	1.9204309273237118e-16	0.2418868642123505
401	2.3708384246464164e-14	0.21079217829972935
402	3.5339674496587956e-23	0.0564646133247148
403	4.775025016782485e-12	0.19187745024625902
404	1.2783261474268883e-06	0.14300029631270122
405	5.183109366859578e-16	0.23950978827901998
406	0.010210437184733396	0.09428654686469767
407	0.011119874172276854	0.10341440393687316
408	1.774034837926294e-11	0.0662947929754524
409	2.6066461269875632e-05	0.1357237657327573
410	5.4343305889430354e-08	0.07180375280381367
411	1.9858412161920073e-10	0.17675735212238358
412	1.5625751008975242e-13	0.2105926474747476
413	1.255448669169435e-12	0.18936009922403568
414	9.19663574052691e-13	0.20324227621515412
415	0.0004704724497655066	0.11849082396870397
416	1.9560046700390996e-14	0.21917029660553555
417	4.29341867599576e-06	0.1357537549998885
418	2.3708384246464164e-14	0.21480197408246376
419	1.4850686684770917e-10	0.17529923172485878
420	1.5267676273382875e-06	0.07868460973404899
421	6.223706594830617e-11	0.0656773799709896
422	4.354290516354994e-31	0.05366652858260146
423	2.730082968150843e-11	0.0633449995278713
424	2.864058832915818e-06	0.14171676274168638
425	4.0008479948645167e-07	0.0726683845535181
426	2.4507007578374546e-27	0.055556669769733995
427	1.9147223569660146e-13	0.2009722962780935
428	5.807197073540956e-05	0.1289700960921279
429	1.5116912738865147e-12	0.19938769912150506
430	2.4263320274413882e-06	0.14048096534929033
431	2.894706717746136e-06	0.14001734940015223
432	2.143112362015468e-06	0.14561450134356618
433	3.483521701078071e-06	0.1448007853124388
434	4.16472389246638e-14	0.21063266842283396
435	0.00028157453254666934	0.13047850397154717
436	1.9195428864986818e-15	0.23093723206872463
437	4.646353120053035e-25	0.05741220959080717
438	4.450866226886769e-14	0.20477486854408372
439	5.52742978865074e-07	0.07512827622754777
440	1.2284099275965744e-10	0.1737027133824171
441	2.3036527083800015e-34	0.05207285226704639
442	4.1339612338576486e-08	0.1577254565152694
443	3.4172369221487433e-37	0.05060359132391928
444	7.414615244643404e-16	0.24023875709804093
445	1.789209135435017e-15	0.23108040674055563
446	1.0380777595069941e-13	0.20919338838845386
447	1.5857238909023766e-15	0.2330548639829575
448	4.529123390441213e-07	0.07911164623167942
449	8.802634519722328e-05	0.08154601397410666
450	0.0052936054148758635	0.08752633458048681
451	6.108963023401788e-10	0.17449918045998425
452	5.183109366859578e-16	0.23116189920166036
453	3.819468682740037e-17	0.24799103567181474
454	6.959798139891316e-12	0.1922244917531632
455	1.3689765705432535e-11	0.19636008182845904
456	1.4336761020316887e-15	0.2318586409088509
457	2.12949123492361e-05	0.13017474647422417
458	0.01097139902295657	0.09997013604500736
459	0.0007137245723704979	0.08468603415742457
460	7.154061439543559e-06	0.07389141006674581
461	6.774621211707042e-15	0.21252211760656575
462	9.09374309528958e-05	0.07935847468344864
463	0.009896646578356762	0.10285949654538014
464	5.91166505007731e-14	0.21381783572670615
465	0.003185335587775723	0.112117450358842
466	9.218533052410866e-17	0.2464834898585886
467	0.007355654796853102	0.10332774043032705
468	2.3706450485192164e-08	0.1567306689942423
469	0.003870180571499361	0.11289340223716993
470	1.5385174661529102e-15	0.2321545662347675
471	0.00020388988748891999	0.12331132877024689
472	2.5246974066602204e-05	0.1367184654546329
473	1.6440791028144524e-07	0.15245853845567228
474	3.033053447864989e-16	0.23777729547394266
475	4.0676556415296026e-25	0.05618980125423015
476	1.3595948739206594e-12	0.19337573272633785
477	3.806976109740359e-16	0.22820379085846781
478	1.3560914157440526e-24	0.055457444703493765
479	2.933363815740582e-07	0.15441024945050214
480	0.0005359885438117121	0.11519796235400506
481	4.2850760756948084e-14	0.2218978641731172
482	7.88888614310749e-08	0.16170331018450357
483	1.0282851865820284e-11	0.1880455736325496
484	1.901580742620882e-06	0.1405706999903075
485	1.1995345407134583e-10	0.17566180750427146
486	0.005669354328056345	0.10801937033748517
487	1.0322565834616229e-29	0.05186971559330316
488	1.977542175765075e-08	0.16535118699741816
489	0.0026841810154720172	0.11228884282649257
490	1.9510639758614787e-08	0.15345351970022597
491	4.008313924671916e-16	0.23328117061077958
492	1.4759663275312746e-05	0.13529495770027922
493	0.00973570893759406	0.09947920732047709
494	0.0006225341215692877	0.1242587522558109
495	4.008313924671916e-16	0.23637222332730812
496	2.0021749457084812e-16	0.23737367626181877
497	4.0863379073139415e-14	0.21886598971314264
498	1.0372078212238727e-15	0.23404130286113212
499	0.0077041764950970945	0.0955800579902634
500	1.3349485968846268e-11	0.06749644191071819
501	0.01083081931830121	0.09546194725693775
502	0.002702002097754815	0.11287532322281009
503	0.0006878321698320798	0.08495317527126231
504	2.532733725976701e-09	0.1714188323944921
505	1.3348763317142897e-05	0.13271728300023228
506	3.945357738222542e-13	0.2132703023654428
507	0.0018305862839825624	0.08702607965380613
508	7.253087737352421e-11	0.19037530595126212
509	0.009742296351790185	0.09807112496982778
510	5.108024703151036e-09	0.16484381776817195
511	0.0005155778025193184	0.11979751944415779
512	8.99746075489821e-16	0.06139287989656655
513	0.01053936200444882	0.09576273419207518
514	4.1479501189398683e-11	0.1828205110709587
515	6.066462828459302e-07	0.14945001867210628
516	6.026288799497493e-08	0.15380319681473575
517	0.0023819622276057273	0.0849440300217845
518	6.790945417044808e-10	0.1641431703092513
519	1.9608837441288817e-16	0.24935068504164198
520	1.5514516342255444e-14	0.2133670217583244
521	6.344530886823339e-10	0.16887452476619558
522	6.167444600530834e-17	0.24519781366618099
523	1.7713147575395725e-15	0.2303125169338643
524	6.628561432491727e-09	0.16912158672052913
525	4.7564531928305956e-24	0.05648526506289142
526	8.301297017596953e-08	0.06871541916349616
527	1.1798802699209095e-12	0.06307434300844528
528	3.9917571388853855e-06	0.14034662973829506
529	0.0002805762331959808	0.12508696663357155
530	1.0242808281344791e-16	0.24507000685405733
531	0.0003320859710573307	0.083596658639923
532	2.1760704061909793e-16	0.24455751838653106
533	1.262346575390253e-13	0.20349497377260262
534	2.7375089368790053e-14	0.21484756792489956
535	1.8219341736928953e-10	0.17652316335559948
536	2.4522298959152266e-11	0.18374655404134643
537	1.6748109041909814e-07	0.14537646670423868
538	1.1396994108158517e-28	0.052627271384614455
539	0.00034497197720555575	0.12060121710836497
540	3.7465088869774485e-08	0.1484143602987117
541	2.768154842946882e-12	0.1960182422180209
542	1.5352213759215664e-06	0.14372566854922186
543	3.020405971862448e-06	0.14148098321788632
544	2.5362577560474268e-05	0.07753254818912064
545	3.1673390384774003e-41	0.0521777467606958
546	2.3228570145060495e-13	0.20165565209539926
547	0.0024371545180290758	0.11399056761553568
548	3.18415433760715e-17	0.24687669003870216
549	0.010704495700549795	0.09404684523183121
550	0.0017587644159312572	0.11774160509633594
551	5.7974007465513326e-08	0.15477922713322634
552	6.968595489285818e-13	0.20097829141210655
553	4.227033734073188e-06	0.14277155678005915
554	1.967726064771269e-05	0.07496450862233527
555	0.0025101772897287667	0.11250027569840991
556	4.555864761096958e-07	0.15090383394019893
557	3.63616741262798e-10	0.18476980160337353
558	1.950347598392737e-13	0.20402999126241844
559	2.8159252249100933e-05	0.07606715619087086
560	3.489289895071849e-23	0.05458302626447636
561	1.7327665998893022e-06	0.15381646444239788
562	7.839799110420562e-14	0.2119977421324833
563	1.1266773974583385e-40	0.052520753405975264
564	2.060604966758704e-11	0.18449396893074682
565	8.83015874069547e-12	0.18736164533139837
566	7.906950137450392e-06	0.13984935071732751
567	8.126928660263737e-16	0.23295773734838687
568	1.3723471514437136e-10	0.1788722169513986
569	1.8855041856432074e-39	0.05104796753029317
570	7.64068553246152e-07	0.14688568910287514
571	3.1328036930251846e-15	0.22186356121952
572	4.9399166745939206e-14	0.2160799140074679
573	7.195003515252533e-11	0.17983083942249561
574	4.611356088796452e-11	0.18473968477972635
575	2.432284302744422e-10	0.16569991595784012
576	0.0046737324048150754	0.10482395503337044
577	2.460381126125358e-09	0.16210599810721177
578	7.859613349174794e-11	0.18434595696348405
579	0.00017690463805143387	0.12048592604328177
580	3.542825827633631e-14	0.22116567345078558
581	0.0009288398558359894	0.08900749720174146
582	7.486974198107554e-13	0.19946416206638468
583	0.0038188029225204416	0.10792054923737548
584	4.859874007000508e-13	0.2047598574488364
585	1.758566984810795e-05	0.13554746586721525
586	2.5694949802915227e-13	0.21153968182244193
587	0.0011031680007301057	0.12070697253359808
588	0.005000712263514935	0.09273864752591623
589	2.720351267711097e-12	0.20345690168435332
590	0.002532935342558202	0.11172838952613023
591	1.6671100961035473e-13	0.19664901354528552
592	7.643224966683641e-12	0.1988946306155464
593	0.011126282102146725	0.09427934018164022
594	0.0017854531511449286	0.0928224273641297
595	0.003789608128532948	0.08978958468541334
596	5.9065702937551026e-05	0.07850366755316894
597	0.0004704724497655066	0.12541651984146684
598	1.2841507122887067e-21	0.055325576938324295
599	1.1550966486513268e-08	0.07218407380684813
600	7.859613349174794e-11	0.18491280475268213
601	2.239049356652106e-13	0.20995530737947726
602	9.00582111465364e-11	0.06610590542567718
603	0.010464456583496201	0.09634046209715841
604	0.005885901258181052	0.09152513236076287
605	2.2088274200641542e-15	0.23346671261632612
606	1.098956912328833e-12	0.19226290362729737
607	7.592533471318879e-08	0.16077692221028286
608	0.0020488169241640397	0.11090359758412405
609	2.499794772548097e-13	0.21697080952635972
610	7.04706903248967e-06	0.137061191525904
611	2.763114484404488e-16	0.23469124302375505
612	6.5563549904725374e-12	0.19121036086718662
613	4.406234035739832e-06	0.14560626159305667
614	0.00011612265202010482	0.07524202074987174
615	2.4874666391631174e-17	0.24520871009354955
616	0.0013234770008829597	0.08196673006881867
617	0.011099159512337637	0.09052042504393253
618	5.525745369815399e-06	0.1362363510320742
619	1.9861517245002782e-05	0.13084038115502944
620	8.766839757220434e-05	0.07935029615285882
621	5.874172445241107e-13	0.1958637838722247
622	0.0015475996409358107	0.0877490133754372
623	2.3213210553865934e-10	0.17877912886233255
624	3.085313480673957e-13	0.20086119011525977
625	0.008619167138606531	0.09214647841666415
626	1.3068668682928964e-08	0.170190849621528
627	8.691376500572453e-14	0.19978567504916728
628	3.4455085110331043e-10	0.1776437421240667
629	4.496043715743875e-09	0.16942546058932983
630	0.006597227471755954	0.10909645713109942
631	1.179880269920922e-12	0.19632129424830175
632	4.8815162941800656e-17	0.23906168799998995
633	4.6865274650120456e-05	0.1351122780523094
